"辞書
ページ"	見出し	見出しの漢字	見出しの説明	内容
716	せんさい	〔先妻〕		hurutuzi，sacidumi，sacituzi
716	ぜんさい	〔前妻〕		→せんさい
716	せんさくする	〔詮索する〕		?anagujuN/詮索し過ぎる ?anaguizuusaN
716	せんじかす	〔煎じ滓〕		siNzikaSi
716	せんじぐすり	〔煎じ薬〕		siNjaku，siNzigusui，siziigusui，sizirigusui
716	せんしじだい	〔先史時代〕		kamigudee，?uhuNkasi
716	せんじじる	〔煎じ汁〕		siNziziru，siNzi
716	せんじつ	〔先日〕		→このあいだ
716	ぜんじつ	〔前日〕		meehwi
716	せんしゅ	〔選手〕		?irabiniNzu
716	せんじゅかんのん	〔千手観音〕		siNtikwaNnuN
716	せんじる	〔煎じる〕		siNzijuN，sizijuN/煎じたもの siNzimuN/ 煎じつめる siziihwirasjuN
716	せんしん	〔専心〕		→cukata，ぼっとうする
716	せんす	〔扇子〕		→おうぎ
716	せんすい	〔潜水〕		Siimi
716	ぜんせ	〔前世〕		sacinujuu
716	せんせい	〔先生〕		sisjoo，(敬語)?usisjoo
716	ぜんぜん	〔全然〕		→まったく
716	ぜんぜんじつ	〔前前日〕		'uQtii，→おととい
716	せんぞ	〔先祖〕		gwaNsu，muutu，siNzu，?ujahuzi，?ujahwaahuzi，→tacikuci，?utacikuci/ ～の霊 →hutuki
716	せんそう	〔戦争〕		?ikusa，→かっせん，せんらん，たたかい/～ごっこ ?ikusagwaaSee
716	ぜんそう	〔前奏〕		→?utamuci
716	ぜんそく	〔喘息〕		hwimici/ ～やみ hwimicaa
716	ぜんたい	〔全体〕		maziri，→ぜんぶ
716	せんたく	〔洗濯〕		?areesikuci，siNtaku/ ～した着物 ?areeziN/ ～する ?arajuN/ ～する時の替えの着物 ?araigee，?areegeei/ ～物 ?areemuN
716	せんたん	〔先端〕		hana，→さき
716	せんたん	〔尖端〕		tugai，→さき
716	ぜんち	〔全治〕		→ぜんかい
716	せんちゃくじゅん	〔先着順〕		sacisidee
716	せんちょう	〔船長〕		siNduu
716	ぜんちょう	〔前兆〕		?arabi，sirasi，sirusi，→きざし/ ～となる音 munu?utu
716	せんて	〔先手〕		sacidii/～を打つ →sacidii
716	せんどう	〔船頭〕		→siNduu
716	せんどう	〔先導〕		sacidaci，→さきばらい
716	せんにん	〔仙人〕		siNniN，→siNniNtaNmee
716	ぜんにん	〔善人〕		'iiQcu
716	せんねん	〔先年〕		sacidusi
716	せんねん	〔専念〕		→cukata
716	せんばいたち	〔先輩たち〕		siizakata
716	せんばつ	〔洗髪〕		→?uSimasi
716	せんぶ	〔先夫〕		saciutu
716	ぜんぶ	〔全部〕		maNtakii，maQtakii，muru，→いっさい，ぜんたい，のこらず
716	せんぶう	〔旋風〕		kazimaci，→たつまき
716	せんべい	〔煎餅〕		siNbii
716	せんべつ	〔餞別〕		siNbiCi
716	せんぽうばらい	〔先方払い〕		mukoobaree
716	せんめん	〔洗面〕		/ ～用のたらい cuuzidaree
716	ぜんめん	〔前面〕		meeZira
716	せんらん	〔戦乱〕		/ ～の世 ?ikusajuu
716	ぜんれい	〔前例〕		tamisi
717	ぞ		(助詞)	doo，-du，→-duN，-sami，-sarami
717	そいつ			?unihjaa，?unuhjaa
717	そう	〔総〕		suu-
717	そう	〔艘〕		-suu
717	そう			?aN/ ～いうこと ?aNtikutu/ ～か→?Nzi/ ～さ→?asi，?asihjaa，?asiQsa/～したら →?aNsjuN/ ～して ?aNsi/ ～する ?aNsjuN/ ～であっても ?anarawaN，?anerawaN
717	そう			-gata，-gataa/ ～だ -gisaN
717	そう	〔沿う〕		suujuN
717	そう	〔添う〕		sujuN
717	そうあい	〔相愛〕		?eenuZumi
717	そうい	〔相違〕		sooi，→さい
717	そうい	〔総意〕		suukaNgee
717	そうおう	〔相応〕		soouu，→ふさわしい/ ～の nootaru
717	ぞうか	〔造花〕		Cukuibana
717	そうがく	〔総額〕		suudaka，→ごうけい
717	そうかつ	〔総括〕		suukukui
717	ぞうきん	〔雑巾〕		susui/ ～がけ susuikaci
717	そうけ	〔宗家〕		→ほんけ
717	そうけい	〔早計〕		hajamaigutu，→はやがってん
717	そうけだつ	〔総毛立つ〕		tuihukugidacuN，→ぞっとする
717	そうけっさん	〔総決算〕		suuzimi，→ごうけい
717	そうけん	〔壮健〕		gaNzuu，(敬語)?ugaNzuu，→げんき，たっしゃ
717	そうこ	〔倉庫〕		→tuNdoojaa，くら/ ～の名?umunugusiku
717	そうこう	〔霜降〕		simukudaru
717	そうこう	〔綜絖〕		hjaa，hjaadaki
717	そうこん	〔早婚〕		hweeniibici，hweeriQsiN
717	ぞうさく	〔造作〕		Zoosaku
717	そうざん	〔早産〕		Cicibusuku
717	そうじ	〔掃除〕		hoocikaci，soozi/ ～する→hooci/ ～の見回り soozimaai
717	そうしき	〔葬式〕		dabi，soosici，→ほうじ/～に用いる幕の名 micimaku/ ～の時の世話役 kaNziN/ 盛大なお～cura?udabi
717	そうじめ	〔総締め〕		suuzimi
717	そうじょうする	〔奏上する〕		→ごんじょう，もうしあげる
717	そうしょく	〔装飾〕		CukuikaZai，→かざり
717	ぞうすい	〔雑炊〕		'jahwaraZuuSii，ZuuSii，→おじや
717	そうそう	〔早早〕		katakuzira，soosoo，→-Nnaara
717	そうそう	〔葬送〕		?uukui
717	そうぞくにん	〔相続人〕		sooZukuniN，→あとつぎ
717	そうそふ	〔曾祖父〕		?uhutaNmee，?uhu?usjumee/ ～の兄(～の姉の夫)?uhu?uhu?usjumee
717	そうそぼ	〔曾祖母〕		?uhuhaamee，?uhu?Nmee/ ～の兄の妻(～の姉)?uhu?uhu?Nmee
717	そうそん	〔曾孫〕		→ひまご
717	そうだおれ	〔総倒れ〕		suudoori
717	そうだか	〔総高〕		suudaka，→ごうけい
717	そうだん	〔相談〕		daNgoo，munusoodaN，soodaN，ziNmi，→きょうぎ，したそうだん/～する ?ii?aasjuN
717	そうち	〔装置〕		sikaki
717	ぞうちくする	〔増築する〕		CukuihwirumijuN
717	ぞうちょう	〔増長〕		boo?agai，mee?agai，meegai/ ～する?ameejuN，CicagajuN，mee?agajuN，meegajuN，→おごる，たかぶる，つけあがる
717	そうとう	〔相当〕		'jukai，sootoo，-bicee，→-gaai/ ～する hwicajuN，→あたる/ ～の'jukai/～の量'jukai?uQsa
717	そうどう	〔騒動〕		soodoo，→おおさわぎ，さわぎ
717	ぞうとう	〔贈答〕		tuikee
717	そうどういん	〔総動員〕		suu?wiici
717	そうねん	〔壮年〕		'jakumii/ ～の者たち'jakumiitaa，SiiZakata
718	そうば	〔相場〕		sooba
718	ぞうひびょう	〔象皮病〕		?uhubisjaa，→フィラリヤ
718	ぞうふ	〔臓腑〕		→ぞうもつ
718	そうほう	〔双方〕		soohoo，→りょうほう
718	そうほんけ	〔総本家〕		?uhumuutu
718	そうむ	〔総務〕		suugamii，suukaNgee
718	そうめい	〔聡明〕		mimigani，suumii/ ～である sjooraasjaN，→かしこい
718	そうめん			soomiN/ ～の油いため soomiNpuQturuu/ ～の一種 musubizoomiN
718	ぞうもつ	〔臓物〕		'watamiimuN，Zoohu，→ないぞう，はらわた
718	ぞうり	〔草履〕		saba，(敬語)mjuuZaree，nuuzaree，?uZaree，→せった/～のはきくずして伸びたもの nazinatasaba
718	ぞうりとり	〔草履取り〕		sabatui，?uZareetui
718	そうりょ	〔僧侶〕		→cooroo，おしょう
718	そえもの	〔添え物〕		?waa?uci
718	そえる	〔添える〕		SiijuN，?wii?ucuN
718	そえん	〔疎遠〕		→ぶさた/～にする hwidatijuN/ ～になる hwidatajuN，→kidu
718	そぐ	〔削ぐ〕		hwizuN，→こそげる
718	ぞく	〔俗〕		Zuku
718	そくい	〔続飯〕		suQkwii
718	そくざ	〔即座〕		→すぐ
718	ぞくよう	〔俗謡〕		ha?uta，hwa?uta
718	そげる	〔削げる〕		'jubicuN，sugijuN
718	そこ	〔其処〕		?Nma/ ～ここ ?Nmakuma
718	そこ	〔底〕		suku
718	そこい	〔底意〕		sicagukuru，→ないしん
718	そこつ	〔粗忽〕		sukuCi，?ucoohoo/ ～である samacicasaN/ ～者 cakucakuu，caQkujaa，sicasjoonugaa，sjoonugaa，?uhusjoo，?uhusjoomuN，?ukaQtuu，?uQkaa
718	そこなう	〔損う〕		→そんじる
718	そこぬけ	〔底抜け〕		/ ～のざる Cibihugibaaki
718	そこひ	〔底翳〕		sukuhwi
718	そこびえ	〔底冷え〕		→turihwizui
718	そしつ	〔素質〕		takibuN，→うまれつき，ほんしょう
718	そして			→?aNsjuN
718	そしゃくする	〔咀嚼する〕		→かむ
718	そしょう	〔訴訟〕		hwiruu，kuuzi，tuihwiruu，?uQtai
718	そしる			susijuN，→けなす/～こと susiri，susjuu
718	そぜい	〔租税〕		→ぜい
718	そせいひん	〔粗製品〕		sjoobee
718	そせき	〔礎石〕		?isizi
718	そせん	〔祖先〕		→せんぞ
718	そそぐ	〔注ぐ〕		→つぐ
718	そそっかしい			→そこつ
718	そそのかす	〔唆かす〕		tanukasjuN
718	そだち	〔育ち〕		sudaci，suzoo，→せいちょう，はついく/ ～の早い子供'juu?akiwarabi
718	そだつ	〔育つ〕		cuujuN，sudacuN，→せいちょう
718	そだておや	〔育て親〕		sudati?uja →やしないおや
718	そだてかた	〔育てかた〕		sudatimici
718	そだてる	〔育てる〕		sudatijuN，→あいいく，さいばい/育て上げる ?waasjuN
718	そちゃ	〔粗茶〕		→?arabaacaa
718	そっくり			maNtakii，maQtaci，maQtakii，→ciici，うりふたつ，その，まるで
718	そっち			?Nma/ ～の方 ?Nmamutiuitu，suruQtu
718	そっと			su
718	そっとう	〔卒倒〕		bucikuN/ ～する →?aNmasjaN，bucigee
718	ぞっとする			burigiidacuN，?NbiijuN，→kusihwizurusaN，そうけだつ/～ことburigiidaci，titiNdii
718	そっぽ	〔そっぽ〕		→よそ/ ～を向くこと Cirabui
718	そで	〔袖〕		sudi
718	そでがき	〔袖垣〕		soNgaci，suNgaci
718	そてつ	〔蘇鉄〕		sutiCi，suutiiCi/ ～の芯suutiiCibukui
718	そでのした	〔袖の下〕		sicadii
718	そと	〔外〕		huka/ ～を遊び回ること hukamaaruu
719	そとうみ	〔外海〕		?uutu，→たいかい
719	そなえ	〔備え〕		sunawai，→じゅんび
719	そなわる	〔備わる〕		sunawajuN
719	そねみ	〔嫉み〕		→ねたみ
719	その			?unu/ ～足で 'inuhwisja/ ～上 →さらに/ ～うちに →?aNsjuN/ ～大きさ?uhwi，?uQpi，?uQpinaa/ ～大きさの?uQpeeru/ ～大きさのもの ?uQpeeruu/～かた ?Nma/ ～くらい ?aNceeN，?aNteeN，?unusjaku，→それ/～ころ ?unukuru/ ～高さ ?udaki/ ～近さ?ugacikasa/ ～遠さ ?ugatoo/ ～時 ?unutuci，?uNnii/ ～歳 ?unuca，?unujuca/ ～長さ ?unagi/ ～場(～場合)?unubaa/～人?unuQcu/～辺?Nmarikaa，?unuhwiN，?urikaa/～まま ?unumama/ ～野郎?unihjaa，?unuhjaa/ ～ような ?aNeeru，?aneru，?aNneeru，?aNneetaru，?unugutooru，?uNgutooru，?uNna，?uNneeru，→?unujoo，そんな/～ようなもの ?unugutooruu/ ～ように ?uNgutu，→?unujoo
719	そのひぐらし	〔その日暮らし〕		/～の者 mookitikanaa
719	そば	〔傍〕		hata，mutu，nii，suba，(敬語)?usuba，→かたわら
719	そば	〔蕎麦〕		suba
719	そばえる			→ふざける
719	そばかす	〔雀斑〕		hweenukusuu
719	そばづかえ	〔側仕え〕		→こまづかい
719	そふ	〔祖父〕		taNmee，?usjumee，'wikigahwaahuzi，→?uhuzuNzaNsiimee/ ～の兄(～の姉の夫)?uhutaNmee，?uhu?usjumee
719	そふぼ	〔祖父母〕		hwaahuzi
719	そぶり	〔素振り〕		naZiki，-naZikii
719	そぼ	〔祖母〕		haamee，?Nmee，'winaguhwaahuzi，→paapaa，おばあさん/～の兄の妻(～の姉)?uhuhaamee，?uhu?Nmee
719	そぼう	〔粗暴〕		?araci，→あらっぽい
719	そまつ	〔粗末〕		/～にするさま susooN，susooNkarooN，→keerasikurubasi
719	そまる	〔染まる〕		sunuN
719	そむく	〔背く〕		muducuN，mudujuN，sumucuN
719	そめかえし	〔染め返し〕		sumikeesii
719	そめかえす	〔染め返す〕		sumiikeesjuN，sumikeesjuN
719	そめかえる	〔染め替える〕		sumikeejuN/染め替え ?irunoosi
719	そめかた	〔染め方〕		sumiikata
719	そめなおし	〔染め直し〕		?irunoosi
719	そめもの	〔染め物〕		sumimuN
719	そめものや	〔染め物屋〕		sumija，sumimuNjaa，→こうや，あいぞめ
719	そめる	〔染める〕		sumijuN，→hweesjuN，tuQcijuN
719	そやつ			→そいつ
719	そよかぜ	〔そよ風〕		?usukazi
719	そよぐ			→suzuN
719	そら	〔空〕		sura，tiN，→なかぞら
719	そらす	〔逸らす〕		'jukusjuN，sisikaasjuN
719	そらだのみ	〔空頼み〕		'Nnatarugaki
719	そらまめ	〔蚕豆〕		toomaami
719	そりかえる	〔そり返る〕		surikeejuN
719	そる	〔剃る〕		sujuN
719	それ		(感動)	too，toohjaa，tooQsa，?une，?uri，?uriQsa/～それ tootoo，?uri?uri/～見ろ sitari
719	それ			?uri/ ～から ?aNsi，?urikara，→?aNsjuN/～くらい(～だけ)?uhwi，?unusjaku，?uQpi，?uQsa，?uridaki/～くらいの(～だけの)?uQpeeru/ ～くらいのもの ?uQpeeruu/ ～だから →?aNsjuN/ ～っぱかり(～っぽっち)?aNceeN，?aNceeNgwaa，?aNteeN，?uhwigwaa，?unuhuZanee，?unusjakugwaa，?uQpigwaa/ ～でも(～なのに，～なら)→?aN，?aNsjuN，saraba/ ～ほど?aNsi，?aNsjuka，naNzu，sahudu，?uridaki/ ～ほどまで ?aNsjukawaaki
719	それぞれ			→おもいおもい，おのおの，かくじんかくよう，ひとり，べつべつ，めいめい
720	それら			/～の者?uQtaa
720	それる	〔逸れる〕		/～こと 'jukubai
720	そろい	〔揃い〕		/～の物guutumiitu
720	そろう	〔揃う〕		nanuN，surijuN/ 揃ってsuriti/ 揃っていること suriizurii
720	そろえる	〔揃える〕		suraasjuN
720	ぞろぞろ			zooruzooru
720	そろばん	〔算盤〕		sunubaN，surubaN
720	そわそわ			saNsaN，taQtuihwiQtui，tuQsoohaQsoo
720	そん	〔損〕		suN/ ～をする ?udukijuN，→kabujuN，kaNzuN/ ～をすること suNkabui
720	そんがい	〔損害〕		kiga，→けっそん
720	そんじる	〔損じる〕		suNzijuN，sukunajuN
720	そんだい	〔尊大〕		→おうへい，もったいぶる/～にかまえること duutakabi
720	そんちょう	〔村長〕		→maziricoo
720	そんとく	〔損得〕		suNtuku
720	そんな			?aneru，?aneeru，?aNneeru，?aNneetaru，?unugutooru，?uNgutooru，?uNna，?uNneeru/ ～こと →?aNsitakutu/ ～に ?aNsi，?uNgutu/ ～に大きく ?uQpinaa/ ～に高く ?udaki/ ～にたくさん ?usakii，?usakiinaa/ ～に近く ?ugacikasa/ ～に遠く ?ugatoo/～に長い間 ?uNnagee/ ～に長く ?unagi/ ～もの ?unugutooruu
720	ぞんぶん	〔存分〕		ziibuN，→おもいどおり
720	そんみんたいかい	〔村民大会〕		muraZurii
720	そんゆうぶつ	〔村有物〕		muragumuci
720	た	〔田〕		taa，→taabuQkwa/ ～の草 taagusa/ ～の準備 taagusiree/～を数える時の接尾辞 -masi/～を畑として使うことtaadoosi/ ～を畑にして作ったさつまいもtaadoosi?Nmu
720	だ			'jaN，→である，です
720	たい	〔鯛〕		/～の一種'junabarumazikuN，mazikuN，siru?iju，tamaN
720	たい	〔胎〕		tee
720	たい			-busjaN，→-na
720	だい	〔代〕		dee/～を経た猫 deehwirimajaa/ ～を経た者 deehwirimuN
720	だい	〔台〕		dee
720	だい	〔題〕		dee
720	だいいち	〔第一〕		dee?ici，→まず
720	だいか	〔代価〕		dee，deeni，deeka，siru，→ねだん/ ～の高い物 deedakaa，deedakamuN
720	たいかい	〔大海〕		?uutu，?uhu?umi，→kurusju?oosju，かいよう
720	たいがい	〔大概〕		→たいてい
720	たいかく	〔体格〕		kara，karata，takihudu，→からだ
720	だいかぞく	〔大家族〕		?uhucinee，?uhujaaniNzu，?uhuzinee
720	たいかん	〔大官〕		teekwaN
720	だいかん	〔大寒〕		deekaN
720	たいきん	〔大金〕		maruciziN，?uhuziN
720	だいきんもつ	〔大禁物〕		deeciree
720	だいく	〔大工〕		Seeku，'jaaZeeku，kiiZeeku/ ～道具 Seekudoogu/ ～の頭梁 deeku/ へたな～ taabaaZeeku
720	たいくつ	〔退屈〕		/～がること ?uhucikwiici
720	たいけつ	〔対決〕		→hwiceegutu/ ～させるhwicaasjuN，hwiQcaasjuN
720	たいげんそうご	〔大言壮語〕		?uhumunu?ii→いいたいほうだい，おおげさ
720	たいこ	〔太鼓〕		teeku，→paaraNkuu
720	たいこく	〔大国〕		teekuku
720	だいこん	〔大根〕		deekuni，?uhuni，?uuni/～おろし deekuniSiriSirii/ ～の根元→deekunigaNsaa，gaNsaa/～の葉 ?uhunibaa
721	だいこんざつ	〔大混雑〕		→?uuSeekurubaSee
721	たいざい	〔滞在〕		'juudu，teeZee，→とうりゅう/ ～させる'judumijuN
721	だいさんざい	〔大散財〕		ziN?ami
721	だいさんちく		(植物名)	maataku
721	たいじ	〔胎児〕		→たい
721	だいじ	〔大事〕		→おおごと，たいせつ/ ～である ?atarasjaN/ ～がる →?atarasjaN/ ～なもの ?atarasimuN，sjoomuN/～に思う →?usurijuN/ ～に思う心?usuri/ ～にする →taNkijuN/ ～にすること munu?atarasja
721	たいした	〔大した〕		deeNna，→すぐれる，すごい，たいへん，たくさん，ひどい，ものすごい/ ～ことはない→teegee
721	たいして	〔大して〕		naNzu，→それ(それほど)
721	たいしょ	〔大暑〕		?uu?aCisa
721	たいしょう	〔大将〕		teesjoo，→かしら
721	たいしょく	〔大食〕		→おおぐい
721	だいず	〔大豆〕		maami，toohumaami，?uhuCizaa/ ～を水にひたしひいて布でこした液toohunuguu
721	だいずあぶら	〔大豆油〕		sirasibui
721	たいせつ	〔大切〕		teesici，→だいじ/～な→kaNnuu
